time,voltage_a,voltage_b
2021-08-09 20:04:35.870377,5.2136,5.1481
2021-08-09 20:04:36.921597,5.214,5.1481
2021-08-09 20:04:37.972952,5.2126,5.1489
2021-08-09 20:04:39.024383,5.2149,5.1483
2021-08-09 20:04:40.075838,5.2149,5.1473
2021-08-09 20:04:41.127410,5.2134,5.1479
2021-08-09 20:04:42.178240,5.214,5.1483
2021-08-09 20:04:43.229442,5.2146,5.1479
2021-08-09 20:04:44.280865,5.214,5.1481
2021-08-09 20:04:45.332103,5.2138,5.1477
2021-08-09 20:04:46.383599,5.2159,5.1481
2021-08-09 20:04:47.435383,5.2146,5.1479
2021-08-09 20:04:48.486629,5.2142,5.1483
2021-08-09 20:04:49.537858,5.2149,5.1485
2021-08-09 20:04:50.589353,5.2142,5.1477
2021-08-09 20:04:51.640594,5.2138,5.1487
2021-08-09 20:04:52.691830,5.2153,5.1481
2021-08-09 20:04:53.743063,5.2146,5.1481
2021-08-09 20:04:54.794556,5.2138,5.1487
2021-08-09 20:04:55.845177,5.2149,5.1481
2021-08-09 20:04:56.897317,5.2134,5.1483
2021-08-09 20:04:57.947669,5.2136,5.1483
2021-08-09 20:04:58.999217,5.2142,5.1477
2021-08-09 20:05:00.050417,5.2136,5.1487
2021-08-09 20:05:01.101696,5.2134,5.1483
2021-08-09 20:05:02.153773,5.2134,5.1483
2021-08-09 20:05:03.205018,5.2138,5.1477
2021-08-09 20:05:04.255417,5.2128,5.1479
2021-08-09 20:05:05.307608,5.2134,5.1485
2021-08-09 20:05:06.358802,5.2142,5.1483
2021-08-09 20:05:07.410038,5.2134,5.1483
2021-08-09 20:05:08.461349,5.2134,5.1485
2021-08-09 20:05:09.512592,5.2153,5.1477
2021-08-09 20:05:10.563727,5.2136,5.1483
2021-08-09 20:05:11.614846,5.2146,5.1479
2021-08-09 20:05:12.666421,5.2126,5.1485
2021-08-09 20:05:13.717613,5.2151,5.1472
2021-08-09 20:05:14.768912,5.2151,5.1477
2021-08-09 20:05:15.820328,5.2138,5.1473
2021-08-09 20:05:16.871488,5.214,5.1485
2021-08-09 20:05:17.923015,5.2126,5.1479
2021-08-09 20:05:18.974178,5.2144,5.1481
2021-08-09 20:05:20.025455,5.2147,5.1481
2021-08-09 20:05:21.076731,5.2144,5.1487
2021-08-09 20:05:22.127917,5.2155,5.1481
2021-08-09 20:05:23.179635,5.2124,5.1481
2021-08-09 20:05:24.230972,5.2126,5.1483
2021-08-09 20:05:25.282551,5.2142,5.1483
2021-08-09 20:05:26.332947,5.2128,5.1485
2021-08-09 20:05:27.385067,5.2132,5.1483
2021-08-09 20:05:28.436206,5.2134,5.1481
2021-08-09 20:05:29.486949,5.2142,5.1479
2021-08-09 20:05:30.538141,5.2134,5.1481
2021-08-09 20:05:31.589377,5.213,5.1477
2021-08-09 20:05:32.641104,5.2151,5.1485
2021-08-09 20:05:33.692442,5.2142,5.1487
2021-08-09 20:05:34.743740,5.2159,5.1479
2021-08-09 20:05:35.794656,5.2144,5.1487
2021-08-09 20:05:36.845948,5.2151,5.1473
2021-08-09 20:05:37.898111,5.2155,5.1479
2021-08-09 20:05:38.949351,5.2132,5.1487
2021-08-09 20:05:40.000554,5.2157,5.1479
2021-08-09 20:05:41.052141,5.2142,5.1479
2021-08-09 20:05:42.102374,5.2149,5.1485
2021-08-09 20:05:43.153994,5.2146,5.1485
2021-08-09 20:05:44.206243,5.2142,5.1485
2021-08-09 20:05:45.257200,5.2138,5.1485
2021-08-09 20:05:46.308427,5.2146,5.1477
2021-08-09 20:05:47.359694,5.2128,5.1483
2021-08-09 20:05:48.411620,5.2144,5.1477
2021-08-09 20:05:49.462895,5.2155,5.1481
2021-08-09 20:05:50.514253,5.2136,5.1481
2021-08-09 20:05:51.565496,5.2142,5.1479
2021-08-09 20:05:52.616681,5.2144,5.1473
2021-08-09 20:05:53.667873,5.2153,5.1483
2021-08-09 20:05:54.719313,5.2138,5.1483
2021-08-09 20:05:55.770533,5.2149,5.1483
2021-08-09 20:05:56.821771,5.2149,5.1481
2021-08-09 20:05:57.872745,5.214,5.1473
2021-08-09 20:05:58.924039,5.2134,5.1475
2021-08-09 20:05:59.976318,5.2118,5.1495
2021-08-09 20:06:01.026507,5.213,5.1481
2021-08-09 20:06:02.078647,5.2132,5.1483
2021-08-09 20:06:03.129837,5.2146,5.1483
2021-08-09 20:06:04.181131,5.2142,5.1473
2021-08-09 20:06:05.231828,5.2136,5.1481
2021-08-09 20:06:06.283135,5.2155,5.1479
2021-08-09 20:06:07.312363,5.2138,5.1489
2021-08-09 20:06:08.363571,5.213,5.1481
2021-08-09 20:06:09.414998,5.2144,5.1475
2021-08-09 20:06:10.466226,5.2146,5.1477
2021-08-09 20:06:11.517419,5.2128,5.1483
2021-08-09 20:06:12.568538,5.2147,5.1483
2021-08-09 20:06:13.620716,5.2142,5.1485
2021-08-09 20:06:14.671871,5.2144,5.1481
2021-08-09 20:06:15.723245,5.2149,5.1483
2021-08-09 20:06:16.774556,5.213,5.1477
2021-08-09 20:06:17.825986,5.2144,5.1483
2021-08-09 20:06:18.877339,5.2142,5.1477
2021-08-09 20:06:19.928620,5.2146,5.1485
2021-08-09 20:06:20.979823,5.2136,5.1485
2021-08-09 20:06:22.031160,5.2146,5.1481
2021-08-09 20:06:23.082411,5.2146,5.1479
2021-08-09 20:06:24.134506,5.2155,5.1487
2021-08-09 20:06:25.184964,5.2138,5.1475
2021-08-09 20:06:26.236394,5.2122,5.1481
2021-08-09 20:06:27.287834,5.2147,5.1487
2021-08-09 20:06:28.339022,5.2142,5.1483
2021-08-09 20:06:29.390326,5.2157,5.1479
2021-08-09 20:06:30.442457,5.2134,5.1477
2021-08-09 20:06:31.493642,5.2142,5.1483
2021-08-09 20:06:32.545056,5.2134,5.1481
2021-08-09 20:06:33.596347,5.213,5.1483
2021-08-09 20:06:34.647771,5.2146,5.1479
2021-08-09 20:06:35.698707,5.2138,5.1477
2021-08-09 20:06:36.750053,5.2146,5.1477
2021-08-09 20:06:37.801676,5.2146,5.1483
2021-08-09 20:06:38.853002,5.2132,5.1489
2021-08-09 20:06:39.904114,5.2142,5.1477
2021-08-09 20:06:40.955541,5.2155,5.1485
2021-08-09 20:06:42.006804,5.2147,5.1479
2021-08-09 20:06:43.058036,5.2132,5.1477
2021-08-09 20:06:44.110159,5.2142,5.1487
2021-08-09 20:06:45.161294,5.214,5.1479
2021-08-09 20:06:46.212598,5.2142,5.1485
2021-08-09 20:06:47.263784,5.2138,5.1481
2021-08-09 20:06:48.314980,5.2147,5.1481
2021-08-09 20:06:49.367104,5.2146,5.1483
2021-08-09 20:06:50.418243,5.2151,5.1489
2021-08-09 20:06:51.469538,5.2138,5.1485
2021-08-09 20:06:52.520730,5.2138,5.1481
2021-08-09 20:06:53.571926,5.214,5.1499
2021-08-09 20:06:54.623310,5.2138,5.1485
2021-08-09 20:06:55.675041,5.2134,5.1483
2021-08-09 20:06:56.726475,5.2124,5.1479
2021-08-09 20:06:57.777833,5.2153,5.1481
2021-08-09 20:06:58.829099,5.2146,5.1479
2021-08-09 20:06:59.880280,5.2151,5.1479
2021-08-09 20:07:00.931522,5.2153,5.1481
2021-08-09 20:07:01.982824,5.2134,5.1477
2021-08-09 20:07:03.034122,5.2134,5.1481
2021-08-09 20:07:04.085299,5.2138,5.1483
2021-08-09 20:07:05.136491,5.2147,5.1479
2021-08-09 20:07:06.187877,5.2144,5.1485
2021-08-09 20:07:07.239158,5.2142,5.1481
2021-08-09 20:07:08.290535,5.2144,5.1475
2021-08-09 20:07:09.341483,5.2147,5.1479
2021-08-09 20:07:10.392988,5.2149,5.1483
2021-08-09 20:07:11.444376,5.214,5.1477
2021-08-09 20:07:12.495581,5.2147,5.1483
2021-08-09 20:07:13.547417,5.2151,5.1479
2021-08-09 20:07:14.598613,5.2146,5.1479
2021-08-09 20:07:15.649989,5.2155,5.1485
2021-08-09 20:07:16.701488,5.2146,5.1481
2021-08-09 20:07:17.752767,5.2142,5.1485
2021-08-09 20:07:18.804223,5.2147,5.1479
2021-08-09 20:07:19.855402,5.2155,5.1479
2021-08-09 20:07:20.906592,5.2138,5.1483
2021-08-09 20:07:21.957972,5.2138,5.1485
2021-08-09 20:07:23.009239,5.2153,5.1475
2021-08-09 20:07:24.060563,5.214,5.1481
2021-08-09 20:07:25.111781,5.2147,5.1479
2021-08-09 20:07:26.163538,5.2128,5.1485
2021-08-09 20:07:27.214730,5.2132,5.1491
2021-08-09 20:07:28.243858,5.2144,5.1483
2021-08-09 20:07:29.295052,5.2134,5.1487
2021-08-09 20:07:30.346319,5.2134,5.1479
2021-08-09 20:07:31.397729,5.2149,5.1483
2021-08-09 20:07:32.449018,5.2134,5.1483
2021-08-09 20:07:33.500251,5.2136,5.1483
2021-08-09 20:07:34.551609,5.2122,5.1479
2021-08-09 20:07:35.602811,5.213,5.1479
2021-08-09 20:07:36.654140,5.2142,5.1481
2021-08-09 20:07:37.705333,5.2138,5.1477
2021-08-09 20:07:38.756531,5.2134,5.1483
2021-08-09 20:07:39.808162,5.2128,5.1479
2021-08-09 20:07:40.859346,5.214,5.1485
2021-08-09 20:07:41.910624,5.2136,5.1483
2021-08-09 20:07:42.962115,5.213,5.1479
2021-08-09 20:07:44.012766,5.2142,5.1481
2021-08-09 20:07:45.064960,5.213,5.1479
2021-08-09 20:07:46.115358,5.2149,5.1487
2021-08-09 20:07:47.166432,5.2138,5.1479
2021-08-09 20:07:48.218621,5.2146,5.1479
2021-08-09 20:07:49.269649,5.2138,5.1479
2021-08-09 20:07:50.321045,5.2128,5.1481
2021-08-09 20:07:51.372166,5.2126,5.1479
2021-08-09 20:07:52.423359,5.2149,5.1483
2021-08-09 20:07:53.474751,5.2136,5.1483
2021-08-09 20:07:54.525961,5.2136,5.1481
2021-08-09 20:07:55.577147,5.2146,5.1481
2021-08-09 20:07:56.628605,5.2118,5.1479
2021-08-09 20:07:57.679826,5.2142,5.1485
2021-08-09 20:07:58.730769,5.2147,5.1483
2021-08-09 20:07:59.782069,5.2142,5.1481
2021-08-09 20:08:00.833347,5.2144,5.1481
2021-08-09 20:08:01.885538,5.2142,5.1475
2021-08-09 20:08:02.936034,5.213,5.1481
2021-08-09 20:08:03.987263,5.2118,5.1487
2021-08-09 20:08:05.039210,5.2147,5.1485
2021-08-09 20:08:06.090538,5.2142,5.1481
2021-08-09 20:08:07.141151,5.2144,5.1481
2021-08-09 20:08:08.193070,5.2153,5.1483
2021-08-09 20:08:09.244206,5.2124,5.1479
2021-08-09 20:08:10.295453,5.2136,5.1485
2021-08-09 20:08:11.346640,5.2149,5.1479
2021-08-09 20:08:12.397830,5.2142,5.1479
2021-08-09 20:08:13.449095,5.2149,5.1485
2021-08-09 20:08:14.500327,5.2134,5.1485
2021-08-09 20:08:15.551538,5.2132,5.1481
2021-08-09 20:08:16.602821,5.2134,5.1485
2021-08-09 20:08:17.653775,5.2142,5.1479
2021-08-09 20:08:18.704922,5.2155,5.1485
2021-08-09 20:08:19.756107,5.2146,5.1487
2021-08-09 20:08:20.807266,5.2149,5.1485
2021-08-09 20:08:21.859421,5.2134,5.1481
2021-08-09 20:08:22.910068,5.2146,5.1485
2021-08-09 20:08:23.961529,5.213,5.1487
2021-08-09 20:08:25.012785,5.2146,5.1487
2021-08-09 20:08:26.063651,5.2155,5.1483
2021-08-09 20:08:27.114841,5.214,5.1481
2021-08-09 20:08:28.166129,5.2157,5.1481
2021-08-09 20:08:29.217658,5.2149,5.1483
2021-08-09 20:08:30.268962,5.2142,5.1483
2021-08-09 20:08:31.321091,5.2149,5.1479
2021-08-09 20:08:32.371551,5.2147,5.1483
2021-08-09 20:08:33.422793,5.2146,5.1479
2021-08-09 20:08:34.474508,5.2146,5.1485
2021-08-09 20:08:35.525685,5.213,5.1481
2021-08-09 20:08:36.576913,5.2132,5.1481
2021-08-09 20:08:37.628112,5.2112,5.1481
2021-08-09 20:08:38.679176,5.214,5.1485
2021-08-09 20:08:39.730755,5.2122,5.1485
2021-08-09 20:08:40.782183,5.2136,5.1481
2021-08-09 20:08:41.833370,5.2159,5.1481
2021-08-09 20:08:42.884630,5.213,5.1483
2021-08-09 20:08:43.935847,5.213,5.1489
2021-08-09 20:08:44.986928,5.213,5.1481
2021-08-09 20:08:46.038452,5.2153,5.1481
2021-08-09 20:08:47.089652,5.2144,5.1483
2021-08-09 20:08:48.140745,5.2128,5.1481
2021-08-09 20:08:49.192360,5.2142,5.1479
2021-08-09 20:08:50.243598,5.2138,5.1481
2021-08-09 20:08:51.294872,5.214,5.1473
2021-08-09 20:08:52.346277,5.213,5.1481
2021-08-09 20:08:53.397308,5.2147,5.1485
2021-08-09 20:08:54.448468,5.2136,5.1485
2021-08-09 20:08:55.499678,5.2132,5.1483
2021-08-09 20:08:56.551208,5.213,5.1481
2021-08-09 20:08:57.602398,5.2138,5.1481
2021-08-09 20:08:58.653584,5.2134,5.1481
2021-08-09 20:08:59.704867,5.2157,5.1481
2021-08-09 20:09:00.755763,5.2149,5.1479
2021-08-09 20:09:01.807213,5.2144,5.1483
2021-08-09 20:09:02.858621,5.2128,5.1483
2021-08-09 20:09:03.910044,5.2138,5.1473
2021-08-09 20:09:04.961190,5.2147,5.1479
2021-08-09 20:09:06.012461,5.2155,5.1485
2021-08-09 20:09:07.063719,5.2124,5.1477
2021-08-09 20:09:08.115026,5.2142,5.1475
2021-08-09 20:09:09.166251,5.214,5.1483
2021-08-09 20:09:10.217450,5.2144,5.1483
2021-08-09 20:09:11.268856,5.2138,5.1481
2021-08-09 20:09:12.320103,5.2128,5.1481
2021-08-09 20:09:13.371289,5.2147,5.1489
2021-08-09 20:09:14.422474,5.2134,5.1485
2021-08-09 20:09:15.474012,5.2146,5.1493
2021-08-09 20:09:16.525543,5.2138,5.1487
2021-08-09 20:09:17.576807,5.2142,5.1489
2021-08-09 20:09:18.628049,5.2146,5.1475
2021-08-09 20:09:19.679309,5.2147,5.1485
2021-08-09 20:09:20.730555,5.2122,5.1483
2021-08-09 20:09:21.781766,5.2153,5.1479
2021-08-09 20:09:22.833225,5.213,5.1483
2021-08-09 20:09:23.884442,5.2144,5.1483
2021-08-09 20:09:24.934864,5.2142,5.1485
2021-08-09 20:09:25.986686,5.213,5.1479
2021-08-09 20:09:27.037917,5.214,5.1481
2021-08-09 20:09:28.089212,5.213,5.1485
2021-08-09 20:09:29.139990,5.2157,5.1485
2021-08-09 20:09:30.191213,5.2146,5.1477
2021-08-09 20:09:31.242507,5.2138,5.1483
2021-08-09 20:09:32.293937,5.2136,5.1481
2021-08-09 20:09:33.345122,5.2146,5.1487
2021-08-09 20:09:34.396202,5.2144,5.1479
2021-08-09 20:09:35.448436,5.2147,5.1487
2021-08-09 20:09:36.499576,5.2146,5.1479
2021-08-09 20:09:37.550162,5.213,5.1479
2021-08-09 20:09:38.602290,5.2138,5.1481
2021-08-09 20:09:39.653634,5.2144,5.1485
2021-08-09 20:09:40.704874,5.2151,5.1483
2021-08-09 20:09:41.756108,5.2146,5.1485
2021-08-09 20:09:42.807348,5.212,5.1485
2021-08-09 20:09:43.858660,5.2126,5.1479
2021-08-09 20:09:44.909473,5.2134,5.1475
2021-08-09 20:09:45.960809,5.213,5.1481
2021-08-09 20:09:47.012286,5.2151,5.1483
2021-08-09 20:09:48.063475,5.2144,5.1472
2021-08-09 20:09:49.114819,5.2149,5.1479
2021-08-09 20:09:50.166472,5.2136,5.1481
2021-08-09 20:09:51.217766,5.2153,5.1479
2021-08-09 20:09:52.269027,5.214,5.1477
2021-08-09 20:09:53.320666,5.2126,5.1483
2021-08-09 20:09:54.371297,5.2124,5.1483
2021-08-09 20:09:55.422789,5.2149,5.1483
2021-08-09 20:09:56.474015,5.2142,5.1479
2021-08-09 20:09:57.525559,5.2134,5.1485
2021-08-09 20:09:58.576716,5.212,5.1479
2021-08-09 20:09:59.628100,5.2151,5.1483
2021-08-09 20:10:00.679762,5.212,5.1481
2021-08-09 20:10:01.730465,5.2126,5.1483
2021-08-09 20:10:02.781554,5.2146,5.1489
2021-08-09 20:10:03.833744,5.2142,5.1479
2021-08-09 20:10:04.884804,5.2142,5.1477
2021-08-09 20:10:05.936116,5.2155,5.1473
2021-08-09 20:10:06.987303,5.2134,5.1481
2021-08-09 20:10:08.038744,5.2142,5.1479
2021-08-09 20:10:09.089986,5.214,5.1485
2021-08-09 20:10:10.141259,5.214,5.1479
2021-08-09 20:10:11.193344,5.213,5.1483
2021-08-09 20:10:12.244637,5.2134,5.1489
2021-08-09 20:10:13.294827,5.2136,5.1479
2021-08-09 20:10:14.346783,5.2138,5.1479
2021-08-09 20:10:15.398208,5.2153,5.1483
2021-08-09 20:10:16.449492,5.2149,5.1487
2021-08-09 20:10:17.500944,5.2132,5.1485
2021-08-09 20:10:18.552310,5.212,5.1483
2021-08-09 20:10:19.603569,5.2128,5.1479
2021-08-09 20:10:20.654752,5.2138,5.1485
2021-08-09 20:10:21.706293,5.2142,5.1481
2021-08-09 20:10:22.757477,5.2122,5.1481
2021-08-09 20:10:23.808665,5.2134,5.1481
2021-08-09 20:10:24.859539,5.2128,5.1481
2021-08-09 20:10:25.910826,5.2146,5.1487
2021-08-09 20:10:26.962211,5.2146,5.1483
2021-08-09 20:10:28.013546,5.2142,5.1485
2021-08-09 20:10:29.064768,5.2149,5.1487
2021-08-09 20:10:30.116202,5.2147,5.1479
2021-08-09 20:10:31.167427,5.2134,5.1479
2021-08-09 20:10:32.218676,5.2134,5.1477
2021-08-09 20:10:33.270890,5.2151,5.1479
2021-08-09 20:10:34.321113,5.2142,5.1487
2021-08-09 20:10:35.373302,5.2136,5.1487
2021-08-09 20:10:36.424709,5.2149,5.1479
2021-08-09 20:10:37.475067,5.2134,5.1479
2021-08-09 20:10:38.527068,5.2138,5.1483
2021-08-09 20:10:39.577771,5.2134,5.1487
2021-08-09 20:10:40.629059,5.2134,5.1479
2021-08-09 20:10:41.680374,5.213,5.1479
2021-08-09 20:10:42.731441,5.2146,5.1481
2021-08-09 20:10:43.782736,5.2153,5.1487
2021-08-09 20:10:44.834021,5.2136,5.1483
2021-08-09 20:10:45.885355,5.2146,5.1479
2021-08-09 20:10:46.937580,5.2146,5.1481
2021-08-09 20:10:47.988540,5.2155,5.1483
2021-08-09 20:10:49.039795,5.214,5.1479
2021-08-09 20:10:50.091083,5.2138,5.1487
2021-08-09 20:10:51.142271,5.2142,5.1485
2021-08-09 20:10:52.193704,5.2146,5.1483
2021-08-09 20:10:53.244978,5.2132,5.1485
2021-08-09 20:10:54.295347,5.2149,5.1473
2021-08-09 20:10:55.346792,5.2147,5.1485
2021-08-09 20:10:56.398001,5.2146,5.1477
2021-08-09 20:10:57.449777,5.2146,5.147
2021-08-09 20:10:58.500916,5.2136,5.1485
2021-08-09 20:10:59.551888,5.2151,5.1479
2021-08-09 20:11:00.602810,5.2144,5.1485
2021-08-09 20:11:01.654139,5.213,5.1481
2021-08-09 20:11:02.705384,5.2147,5.1489
2021-08-09 20:11:03.756660,5.2147,5.1481
2021-08-09 20:11:04.807744,5.2146,5.1483
2021-08-09 20:11:05.859008,5.213,5.1475
2021-08-09 20:11:06.909889,5.2134,5.1477
2021-08-09 20:11:07.961490,5.2118,5.1477
2021-08-09 20:11:09.012913,5.212,5.1481
2021-08-09 20:11:10.064235,5.2146,5.1487
2021-08-09 20:11:11.115391,5.2122,5.1472
2021-08-09 20:11:12.166846,5.2144,5.1481
2021-08-09 20:11:13.218087,5.2144,5.1481
2021-08-09 20:11:14.269241,5.2144,5.147
2021-08-09 20:11:15.320135,5.2124,5.1479
2021-08-09 20:11:16.371447,5.2142,5.1477
2021-08-09 20:11:17.422612,5.2142,5.1481
2021-08-09 20:11:18.474011,5.2151,5.1473
2021-08-09 20:11:19.525464,5.2147,5.1487
2021-08-09 20:11:20.577095,5.2149,5.1481
2021-08-09 20:11:21.628361,5.2144,5.1487
2021-08-09 20:11:22.679487,5.2138,5.1479
2021-08-09 20:11:23.730922,5.2147,5.1485
2021-08-09 20:11:24.782297,5.2142,5.1481
2021-08-09 20:11:25.833473,5.214,5.1479
2021-08-09 20:11:26.884783,5.2134,5.1479
2021-08-09 20:11:27.935949,5.2138,5.1483
2021-08-09 20:11:28.987261,5.2144,5.1479
2021-08-09 20:11:30.038605,5.2151,5.1483
2021-08-09 20:11:31.089911,5.2144,5.1479
2021-08-09 20:11:32.141212,5.2147,5.1477
2021-08-09 20:11:33.192467,5.2136,5.1487
2021-08-09 20:11:34.243439,5.214,5.1483
2021-08-09 20:11:35.294766,5.214,5.1485
2021-08-09 20:11:36.345954,5.2146,5.1481
2021-08-09 20:11:37.397148,5.2136,5.1485
2021-08-09 20:11:38.448328,5.213,5.1477
2021-08-09 20:11:39.499725,5.2147,5.1489
2021-08-09 20:11:40.550911,5.2124,5.1481
2021-08-09 20:11:41.602093,5.2124,5.1481
2021-08-09 20:11:42.653586,5.213,5.1483
2021-08-09 20:11:43.705008,5.2149,5.1479
2021-08-09 20:11:44.756262,5.2142,5.1481
2021-08-09 20:11:45.807586,5.2147,5.1491
2021-08-09 20:11:46.858722,5.214,5.1479
2021-08-09 20:11:47.910406,5.2116,5.1481
2021-08-09 20:11:48.960754,5.2122,5.1479
2021-08-09 20:11:50.012058,5.2149,5.1491
2021-08-09 20:11:51.063391,5.2142,5.1481
2021-08-09 20:11:52.114693,5.2146,5.1483
2021-08-09 20:11:53.166917,5.213,5.1481
2021-08-09 20:11:54.218216,5.214,5.1479
2021-08-09 20:11:55.268461,5.2146,5.1477
2021-08-09 20:11:56.320448,5.2132,5.1477
2021-08-09 20:11:57.371692,5.2153,5.1481
2021-08-09 20:11:58.422929,5.2142,5.1479
2021-08-09 20:11:59.474136,5.213,5.1477
2021-08-09 20:12:00.524596,5.2159,5.1481
2021-08-09 20:12:01.576786,5.2136,5.1477
2021-08-09 20:12:02.627151,5.2144,5.1473
2021-08-09 20:12:03.679572,5.2142,5.1483
2021-08-09 20:12:04.730592,5.2146,5.1483
2021-08-09 20:12:05.781917,5.2149,5.1481
2021-08-09 20:12:06.833389,5.2128,5.1481
2021-08-09 20:12:07.883753,5.2151,5.1473
2021-08-09 20:12:08.935905,5.214,5.1485
2021-08-09 20:12:09.986678,5.2136,5.1479
2021-08-09 20:12:11.038467,5.2132,5.1477
2021-08-09 20:12:12.089057,5.2146,5.1481
2021-08-09 20:12:13.140405,5.2147,5.1479
2021-08-09 20:12:14.191590,5.2146,5.1483
2021-08-09 20:12:15.242981,5.213,5.1485
2021-08-09 20:12:16.294108,5.2144,5.1479
2021-08-09 20:12:17.345461,5.2122,5.1479
2021-08-09 20:12:18.396874,5.2132,5.1479
2021-08-09 20:12:19.448617,5.2134,5.1479
2021-08-09 20:12:20.499186,5.2147,5.1475
2021-08-09 20:12:21.550539,5.2144,5.1475
2021-08-09 20:12:22.601797,5.2124,5.1477
2021-08-09 20:12:23.653026,5.213,5.1483
2021-08-09 20:12:24.704420,5.2144,5.1479
2021-08-09 20:12:25.755660,5.2153,5.1481
2021-08-09 20:12:26.807000,5.2122,5.1477
2021-08-09 20:12:27.858154,5.2138,5.1481
2021-08-09 20:12:28.909590,5.2151,5.1481
2021-08-09 20:12:29.960883,5.2134,5.1485
2021-08-09 20:12:31.012091,5.2132,5.1479
2021-08-09 20:12:32.063316,5.2147,5.1479
2021-08-09 20:12:33.114668,5.2136,5.1475
2021-08-09 20:12:34.165930,5.2147,5.1483
2021-08-09 20:12:35.217296,5.214,5.1481
2021-08-09 20:12:36.268570,5.2136,5.1477
2021-08-09 20:12:37.319763,5.2138,5.1485
2021-08-09 20:12:38.370953,5.2147,5.1481
2021-08-09 20:12:39.422344,5.2136,5.1483
2021-08-09 20:12:40.474471,5.2149,5.1481
2021-08-09 20:12:41.525712,5.2146,5.1483
2021-08-09 20:12:42.576852,5.2138,5.1477
2021-08-09 20:12:43.627352,5.2138,5.1479
2021-08-09 20:12:44.678611,5.2144,5.1479
2021-08-09 20:12:45.730732,5.2151,5.1483
2021-08-09 20:12:46.781074,5.214,5.1481
2021-08-09 20:12:47.832310,5.2151,5.1483
2021-08-09 20:12:48.884211,5.2112,5.1479
2021-08-09 20:12:49.934713,5.2149,5.1479
2021-08-09 20:12:50.986901,5.2142,5.1479
2021-08-09 20:12:52.037415,5.214,5.1479
2021-08-09 20:12:53.088789,5.213,5.1479
2021-08-09 20:12:54.140001,5.2134,5.1475
2021-08-09 20:12:55.191016,5.2149,5.1481
2021-08-09 20:12:56.242200,5.2147,5.1487
2021-08-09 20:12:57.294278,5.2134,5.1479
2021-08-09 20:12:58.345515,5.214,5.1483
2021-08-09 20:12:59.396655,5.2136,5.1485
2021-08-09 20:13:00.447840,5.2153,5.1481
2021-08-09 20:13:01.499044,5.2144,5.1481
2021-08-09 20:13:02.550334,5.2144,5.1479
2021-08-09 20:13:03.601521,5.214,5.1489
2021-08-09 20:13:04.652593,5.2149,5.1479
2021-08-09 20:13:05.703899,5.213,5.1485
2021-08-09 20:13:06.755080,5.2134,5.1479
2021-08-09 20:13:07.806277,5.2138,5.1483
2021-08-09 20:13:08.857462,5.2142,5.1481
2021-08-09 20:13:09.908848,5.2149,5.1485
2021-08-09 20:13:10.960766,5.2153,5.1479
2021-08-09 20:13:12.012123,5.2146,5.1475
2021-08-09 20:13:13.063448,5.2142,5.1485
2021-08-09 20:13:14.114005,5.2112,5.1481
2021-08-09 20:13:15.165352,5.2144,5.1477
2021-08-09 20:13:16.216590,5.2142,5.1477
2021-08-09 20:13:17.267871,5.214,5.1487
2021-08-09 20:13:18.320154,5.2144,5.1483
2021-08-09 20:13:19.370611,5.214,5.1477
2021-08-09 20:13:20.421922,5.2147,5.1481
2021-08-09 20:13:21.473170,5.2144,5.1487
2021-08-09 20:13:22.524397,5.2142,5.1481
2021-08-09 20:13:23.575651,5.2142,5.1481
2021-08-09 20:13:24.626840,5.2136,5.1481
2021-08-09 20:13:25.678847,5.2146,5.1485
2021-08-09 20:13:26.729994,5.2138,5.1477
2021-08-09 20:13:27.781292,5.2136,5.1485
2021-08-09 20:13:28.832674,5.2149,5.1481
2021-08-09 20:13:29.884042,5.2138,5.1485
2021-08-09 20:13:30.935328,5.2146,5.1481
2021-08-09 20:13:31.986778,5.2142,5.1481
2021-08-09 20:13:33.037990,5.2132,5.1479
2021-08-09 20:13:34.089281,5.2134,5.1481
2021-08-09 20:13:35.140504,5.2144,5.1473
2021-08-09 20:13:36.191730,5.2153,5.1477
2021-08-09 20:13:37.243023,5.2136,5.1485
2021-08-09 20:13:38.294267,5.214,5.1475
2021-08-09 20:13:39.345458,5.2153,5.1472
2021-08-09 20:13:40.397283,5.2132,5.1479
2021-08-09 20:13:41.447710,5.2136,5.1481
2021-08-09 20:13:42.499535,5.2136,5.1485
2021-08-09 20:13:43.550716,5.2136,5.1475
2021-08-09 20:13:44.601955,5.2138,5.1483
2021-08-09 20:13:45.653246,5.2151,5.1479
2021-08-09 20:13:46.704542,5.2126,5.1468
2021-08-09 20:13:47.755746,5.2124,5.1481
2021-08-09 20:13:48.806969,5.214,5.1481
2021-08-09 20:13:49.858217,5.2153,5.1477
2021-08-09 20:13:50.909288,5.2132,5.1479
2021-08-09 20:13:51.960564,5.2144,5.1473
2021-08-09 20:13:53.011773,5.213,5.1485
2021-08-09 20:13:54.062990,5.2136,5.1483
2021-08-09 20:13:55.114221,5.2134,5.1487
2021-08-09 20:13:56.165525,5.2126,5.1485
2021-08-09 20:13:57.216775,5.2122,5.1479
2021-08-09 20:13:58.267460,5.2126,5.1475
2021-08-09 20:13:59.318640,5.2138,5.1483
2021-08-09 20:14:00.370186,5.2151,5.1483
2021-08-09 20:14:01.421502,5.2138,5.1481
2021-08-09 20:14:02.473038,5.2151,5.1481
